Job ID,Agency,Posting Type,# Of Positions,Business Title,Civil Service Title,Title Code No,Level,Salary Range From,Salary Range To,Salary Frequency,Posting Date
170014,HOUSING PRESERVATION & DVLPMNT,Internal,1,Agency Attorney,AGENCY ATTORNEY,30087,3,66970,98864,Annual,10/3/14 0:00
165497,DEPT OF ENVIRONMENT PROTECTION,External,1,City Agency GI Coordinator,ADMINISTRATIVE STAFF ANALYST (,1002A,0,56937,88649,Annual,9/5/14 0:00
165497,DEPT OF ENVIRONMENT PROTECTION,Internal,1,City Agency GI Coordinator,ADMINISTRATIVE STAFF ANALYST (,1002A,0,56937,88649,Annual,9/5/14 0:00
165499,DEPT OF ENVIRONMENT PROTECTION,External,1,Machinist,MACHINIST,92610,0,65501,76233,Annual,9/3/14 0:00
165499,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Machinist,MACHINIST,92610,0,65501,76233,Annual,9/3/14 0:00
170030,DEPT OF ENVIRONMENT PROTECTION,Internal,1,BUDGET ANALYST,STAFF ANALYST,12626,2,52670,67459,Annual,11/5/14 0:00
170030,DEPT OF ENVIRONMENT PROTECTION,Internal,1,BUDGET ANALYST,STAFF ANALYST,12626,2,52670,67459,Annual,11/5/14 0:00
170126,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Administrative Assistant, Office of First Deputy Commissioner",PRINCIPAL ADMINISTRATIVE ASSOC,10124,2,44735,65028,Annual,10/2/14 0:00
165879,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Junior Claiming Analyst, Bureau of Budget and Revenue",BOOKKEEPER,40526,2,38237,50735,Annual,9/22/14 0:00
165879,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Junior Claiming Analyst, Bureau of Budget and Revenue",BOOKKEEPER,40526,2,38237,50735,Annual,9/22/14 0:00
166150,DEPT OF ENVIRONMENT PROTECTION,External,1,City Research Scientist,CITY RESEARCH SCIENTIST,21744,2,63662,79899,Annual,9/8/14 0:00
170126,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Administrative Assistant, Office of First Deputy Commissioner",PRINCIPAL ADMINISTRATIVE ASSOC,10124,2,44735,65028,Annual,10/2/14 0:00
170180,DEPT OF INFO TECH & TELECOMM,External,1,FDCAD Project Manager,COMPUTER SYSTEMS MANAGER,10050,M1,49492,125000,Annual,10/9/14 0:00
170180,DEPT OF INFO TECH & TELECOMM,Internal,1,FDCAD Project Manager,COMPUTER SYSTEMS MANAGER,10050,M1,49492,125000,Annual,10/9/14 0:00
170235,DEPARTMENT OF INVESTIGATION,Internal,1,SECRETARY TO THE COMMISSIONER,SECRETARY TO THE COMMISSIONER,12876,0,25000,60000,Annual,10/2/14 0:00
166150,DEPT OF ENVIRONMENT PROTECTION,Internal,1,City Research Scientist,CITY RESEARCH SCIENTIST,21744,2,63662,79899,Annual,9/8/14 0:00
166195,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Office Administrator (EEO),PRINCIPAL ADMINISTRATIVE ASSOC,10124,2,51445,65028,Annual,9/8/14 0:00
166195,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Office Administrator (EEO),PRINCIPAL ADMINISTRATIVE ASSOC,10124,2,51445,65028,Annual,9/8/14 0:00
170235,DEPARTMENT OF INVESTIGATION,External,1,SECRETARY TO THE COMMISSIONER,SECRETARY TO THE COMMISSIONER,12876,0,25000,60000,Annual,10/2/14 0:00
170342,DEPT OF ENVIRONMENT PROTECTION,Internal,2,District Supervisor (Water & Sewer Systems),DISTRICT SUPERVISOR (WATER & S,91309,0,85336,85336,Annual,10/6/14 0:00
170342,DEPT OF ENVIRONMENT PROTECTION,External,2,District Supervisor (Water & Sewer Systems),DISTRICT SUPERVISOR (WATER & S,91309,0,85336,85336,Annual,10/6/14 0:00
170412,DEPT OF ENVIRONMENT PROTECTION,Internal,2,Construction Project Manager Intern,CONSTRUCTION PROJECT MANAGER I,34201,0,45333,54898,Annual,10/2/14 0:00
166228,DEPT OF HEALTH/MENTAL HYGIENE,Internal,30,Public Health Nurse (School Health),PUBLIC HEALTH NURSE (SCHOOL HE,51022,1,35,35,Hourly,9/5/14 0:00
166228,DEPT OF HEALTH/MENTAL HYGIENE,External,30,Public Health Nurse (School Health),PUBLIC HEALTH NURSE (SCHOOL HE,51022,1,35,35,Hourly,9/5/14 0:00
166381,DEPT OF HEALTH/MENTAL HYGIENE,External,10,"Junior Pubilc Health Nurse, Bureau of School Health",JR PHNURSE (SCH HLTH)>20 HR PT,5100B,0,35,35,Hourly,9/8/14 0:00
166381,DEPT OF HEALTH/MENTAL HYGIENE,Internal,10,"Junior Pubilc Health Nurse, Bureau of School Health",JR PHNURSE (SCH HLTH)>20 HR PT,5100B,0,35,35,Hourly,9/8/14 0:00
166399,DEPT OF ENVIRONMENT PROTECTION,External,1,Site Environmental Health & Safety (EHS) Officer,INDUSTRIAL HYGIENIST,31305,2,47251,63506,Annual,9/8/14 0:00
170412,DEPT OF ENVIRONMENT PROTECTION,External,2,Construction Project Manager Intern,CONSTRUCTION PROJECT MANAGER I,34201,0,45333,54898,Annual,10/2/14 0:00
170537,DEPT OF HEALTH/MENTAL HYGIENE,Internal,4,Forensic Operations Specialist,CRIMINALIST,21849,2,58136,60000,Annual,10/3/14 0:00
170537,DEPT OF HEALTH/MENTAL HYGIENE,External,4,Forensic Operations Specialist,CRIMINALIST,21849,2,58136,60000,Annual,10/3/14 0:00
170610,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Assistant Commissioner, Bureau of Mental Health",HEALTH SERVICES MANAGER,10069,M4,68238,146016,Annual,10/6/14 0:00
170610,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Assistant Commissioner, Bureau of Mental Health",HEALTH SERVICES MANAGER,10069,M4,68238,146016,Annual,10/6/14 0:00
166399,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Site Environmental Health & Safety (EHS) Officer,INDUSTRIAL HYGIENIST,31305,2,47251,63506,Annual,9/8/14 0:00
166433,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Supervisor Electrician,SUPERVISOR ELECTRICIAN,91769,0,96374,96374,Annual,9/10/14 0:00
166433,DEPT OF ENVIRONMENT PROTECTION,External,1,Supervisor Electrician,SUPERVISOR ELECTRICIAN,91769,0,96374,96374,Annual,9/10/14 0:00
166930,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Hospital Coordinator, Bureau of Environmental Disease and Injury Prevention",CITY RESEARCH SCIENTIST,21744,3,71220,93593,Annual,9/11/14 0:00
170856,DEPARTMENT OF BUSINESS SERV.,Internal,1,"OPERATIONS ANALYST, BUSINESS ACCELERATION",ADMINISTRATIVE BUSINESS PROMOT,10009,M1,49492,136198,Annual,10/7/14 0:00
170856,DEPARTMENT OF BUSINESS SERV.,External,1,"OPERATIONS ANALYST, BUSINESS ACCELERATION",ADMINISTRATIVE BUSINESS PROMOT,10009,M1,49492,136198,Annual,10/7/14 0:00
170965,DEPT OF ENVIRONMENT PROTECTION,External,1,Watershed Maintainer,WATERSHED MAINTAINER,91011,0,35293,51622,Annual,10/15/14 0:00
170965,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Watershed Maintainer,WATERSHED MAINTAINER,91011,0,35293,51622,Annual,10/15/14 0:00
174782,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Special Assistant to the Medical Director, Bureau of Correctional Health Services",CITY RESEARCH SCIENTIST,21744,1,56555,68431,Annual,11/14/14 0:00
174782,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Special Assistant to the Medical Director, Bureau of Correctional Health Services",CITY RESEARCH SCIENTIST,21744,1,56555,68431,Annual,11/14/14 0:00
174833,DEPT OF ENVIRONMENT PROTECTION,Internal,1,GIS Coordinator,ADMINISTRATIVE STAFF ANALYST (,1002D,0,54740,146276,Annual,11/20/14 0:00
172694,DEPARTMENT OF BUILDINGS,Internal,20,Construction Inspector,INSPECTOR (CONSTRUCTION),31622,0,45162,51936,Annual,10/27/14 0:00
172695,DEPARTMENT OF BUILDINGS,External,20,Electrical Inspector,INSPECTOR (ELECTRICAL FOR PAYR,31623,0,48599,55889,Annual,11/13/14 0:00
172695,DEPARTMENT OF BUILDINGS,Internal,20,Electrical Inspector,INSPECTOR (ELECTRICAL FOR PAYR,31623,0,48599,55889,Annual,11/13/14 0:00
172696,DEPARTMENT OF BUILDINGS,Internal,20,Plumbing Inspector,INSPECTOR (PLUMBING),31629,0,45162,51936,Annual,11/12/14 0:00
172696,DEPARTMENT OF BUILDINGS,External,20,Plumbing Inspector,INSPECTOR (PLUMBING),31629,0,45162,51936,Annual,11/12/14 0:00
174833,DEPT OF ENVIRONMENT PROTECTION,External,1,GIS Coordinator,ADMINISTRATIVE STAFF ANALYST (,1002D,0,54740,146276,Annual,11/20/14 0:00
174839,DEPARTMENT OF FINANCE,External,1,Taxpayer Advocate,ADMINISTRATIVE STAFF ANALYST (,10026,M6,175000,175000,Annual,11/13/14 0:00
174839,DEPARTMENT OF FINANCE,Internal,1,Taxpayer Advocate,ADMINISTRATIVE STAFF ANALYST (,10026,M6,175000,175000,Annual,11/13/14 0:00
172697,DEPT OF ENVIRONMENT PROTECTION,External,1,Watershed Maintainer,WATERSHED MAINTAINER,91011,0,36181,52920,Annual,10/28/14 0:00
172697,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Watershed Maintainer,WATERSHED MAINTAINER,91011,0,36181,52920,Annual,10/28/14 0:00
172790,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Deputy Commissioner for Administration (OCME),DEPUTY COMMISSIONER FOR ADMINI,95455,M6,88954,160000,Annual,10/27/14 0:00
172790,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Deputy Commissioner for Administration (OCME),DEPUTY COMMISSIONER FOR ADMINI,95455,M6,88954,160000,Annual,10/27/14 0:00
174847,DEPARTMENT OF CORRECTION,External,10,Investigator,INVESTIGATOR,31105,0,36577,58403,Annual,11/13/14 0:00
174847,DEPARTMENT OF CORRECTION,Internal,10,Investigator,INVESTIGATOR,31105,0,36577,58403,Annual,11/13/14 0:00
174848,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Financial Reporting Analyst, Finance Administration",ADMINISTRATIVE STAFF ANALYST (,1002A,0,56937,65000,Annual,11/14/14 0:00
172863,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Section Chief for Environmental Water & Sciences, Bureau of Environmental Sciences and Engineering",CITY RESEARCH SCIENTIST,21744,3,74478,97875,Annual,10/28/14 0:00
172863,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Section Chief for Environmental Water & Sciences, Bureau of Environmental Sciences and Engineering",CITY RESEARCH SCIENTIST,21744,3,74478,97875,Annual,10/28/14 0:00
172874,DEPT OF HEALTH/MENTAL HYGIENE,External,4,"City Research Scientist, Bureau of Environmental Sciences and Engineering",CITY RESEARCH SCIENTIST,21744,1,56555,68431,Annual,10/28/14 0:00
174848,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Financial Reporting Analyst, Finance Administration",ADMINISTRATIVE STAFF ANALYST (,1002A,0,56937,65000,Annual,11/14/14 0:00
174971,DEPT OF DESIGN & CONSTRUCTION,Internal,1,Paralegal,PARALEGAL AIDE,30080,2,38089,53300,Annual,2/10/15 0:00
174971,DEPT OF DESIGN & CONSTRUCTION,External,1,Paralegal,PARALEGAL AIDE,30080,2,38089,53300,Annual,2/10/15 0:00
175003,DEPARTMENT OF CORRECTION,External,1,Senior Java Developer,COMPUTER SYSTEMS MANAGER,10050,M2,100000,120000,Annual,12/1/14 0:00
172874,DEPT OF HEALTH/MENTAL HYGIENE,Internal,4,"City Research Scientist, Bureau of Environmental Sciences and Engineering",CITY RESEARCH SCIENTIST,21744,1,56555,68431,Annual,10/28/14 0:00
172878,DEPT OF INFO TECH & TELECOMM,External,1,Senior IT Security Network Design Engineer,CERT. IT ADMINISTRATOR WAN,13642,4,87203,131000,Annual,12/8/14 0:00
172878,DEPT OF INFO TECH & TELECOMM,Internal,1,Senior IT Security Network Design Engineer,CERT. IT ADMINISTRATOR WAN,13642,4,87203,131000,Annual,12/8/14 0:00
175003,DEPARTMENT OF CORRECTION,Internal,1,Senior Java Developer,COMPUTER SYSTEMS MANAGER,10050,M2,100000,120000,Annual,12/1/14 0:00
175033,DEPARTMENT OF CORRECTION,External,6,Psychologist (Part-Time),PSYCHOLOGIST,52110,3,41,52,Hourly,11/17/14 0:00
175033,DEPARTMENT OF CORRECTION,Internal,6,Psychologist (Part-Time),PSYCHOLOGIST,52110,3,41,52,Hourly,11/17/14 0:00
175089,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Executive Director of Research, Evaluation and Planning (Center for Health Equity)",CITY RESEARCH SCIENTIST,21744,4B,85328,124024,Annual,11/18/14 0:00
175089,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Executive Director of Research, Evaluation and Planning (Center for Health Equity)",CITY RESEARCH SCIENTIST,21744,4B,85328,124024,Annual,11/18/14 0:00
173004,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Matching Analyst and Strategist, Bureau of Vital Statistics",CITY RESEARCH SCIENTIST,21744,2,66575,83555,Annual,10/28/14 0:00
173004,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Matching Analyst and Strategist, Bureau of Vital Statistics",CITY RESEARCH SCIENTIST,21744,2,66575,83555,Annual,10/28/14 0:00
173078,LAW DEPARTMENT,External,2,COMPUTER SERVICE TECHNICIAN,COMPUTER SERVICE TECHNICIAN (C,13615,1,20,26,Hourly,10/29/14 0:00
173078,LAW DEPARTMENT,Internal,2,COMPUTER SERVICE TECHNICIAN,COMPUTER SERVICE TECHNICIAN (C,13615,1,20,26,Hourly,10/29/14 0:00
175925,DEPT OF INFO TECH & TELECOMM,Internal,1,ECTP Integration Engineer,COMPUTER SPECIALIST (SOFTWARE),13632,4,87203,120000,Annual,12/2/14 0:00
175936,DEPT OF DESIGN & CONSTRUCTION,Internal,5,Design Project Manager,ARCHITECT,21215,3,79457,107720,Annual,2/10/15 0:00
175936,DEPT OF DESIGN & CONSTRUCTION,External,5,Design Project Manager,ARCHITECT,21215,3,79457,107720,Annual,2/10/15 0:00
175938,DEPT OF DESIGN & CONSTRUCTION,External,2,Design Project Manager,ADMINISTRATIVE PROJECT MANAGER,83008,M1,49492,136198,Annual,3/12/15 0:00
174181,DEPT OF INFO TECH & TELECOMM,Internal,1,Data Scientist,COMPUTER PROGRAMMER ANALYST,13651,2,52699,73837,Annual,11/20/14 0:00
174181,DEPT OF INFO TECH & TELECOMM,External,1,Data Scientist,COMPUTER PROGRAMMER ANALYST,13651,2,52699,73837,Annual,11/20/14 0:00
174256,DEPT OF CITYWIDE ADMIN SVCS,Internal,1,Lease Negotiator,ADMINISTRATIVE STAFF ANALYST (,1002D,0,54740,100000,Annual,11/18/14 0:00
175309,DEPT OF DESIGN & CONSTRUCTION,Internal,3,Coordinator,PROCUREMENT ANALYST,12158,2,44281,71555,Annual,2/10/15 0:00
175309,DEPT OF DESIGN & CONSTRUCTION,External,3,Coordinator,PROCUREMENT ANALYST,12158,2,44281,71555,Annual,2/10/15 0:00
175329,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Application Developer Team Leader, Bureau of Application Development and Database Administration",COMPUTER SYSTEMS MANAGER,10050,M1,49492,136198,Annual,11/18/14 0:00
175329,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Application Developer Team Leader, Bureau of Application Development and Database Administration",COMPUTER SYSTEMS MANAGER,10050,M1,49492,136198,Annual,11/18/14 0:00
174256,DEPT OF CITYWIDE ADMIN SVCS,External,1,Lease Negotiator,ADMINISTRATIVE STAFF ANALYST (,1002D,0,54740,100000,Annual,11/18/14 0:00
174357,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Digital Technology and Social Media Director,COMPUTER SPECIALIST (SOFTWARE),13632,4,48,60,Hourly,11/7/14 0:00
174357,DEPT OF ENVIRONMENT PROTECTION,External,1,Digital Technology and Social Media Director,COMPUTER SPECIALIST (SOFTWARE),13632,4,48,60,Hourly,11/7/14 0:00
174365,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Assistant Commissioner,  Bureau of Primary Care Information Project",AGENCY MEDICAL DIRECTOR,5304A,M4,68238,176074,Annual,11/14/14 0:00
174365,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Assistant Commissioner,  Bureau of Primary Care Information Project",AGENCY MEDICAL DIRECTOR,5304A,M4,68238,176074,Annual,11/14/14 0:00
174381,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Laboratory Outreach and Training Coordinator,CITY RESEARCH SCIENTIST,21744,3,74478,97875,Annual,11/7/14 0:00
175353,NYC EMPLOYEES RETIREMENT SYS,External,10,"PART-TIME OFFICE MACHINE AIDE, LEVEL 1",OFFICE MACHINE AIDE,11702,1,16,16,Hourly,11/19/14 0:00
175353,NYC EMPLOYEES RETIREMENT SYS,Internal,10,"PART-TIME OFFICE MACHINE AIDE, LEVEL 1",OFFICE MACHINE AIDE,11702,1,16,16,Hourly,11/19/14 0:00
175362,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Clerical Associate, Bureau of Vital Statistics",CLERICAL ASSOCIATE,10251,3,32086,51981,Annual,11/18/14 0:00
175494,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Water Resources Modeler,ADMINISTRATIVE PROJECT MANAGER,83008,M1,49492,136198,Annual,11/19/14 0:00
175494,DEPT OF ENVIRONMENT PROTECTION,External,1,Water Resources Modeler,ADMINISTRATIVE PROJECT MANAGER,83008,M1,49492,136198,Annual,11/19/14 0:00
174381,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Laboratory Outreach and Training Coordinator,CITY RESEARCH SCIENTIST,21744,3,74478,97875,Annual,11/7/14 0:00
174396,DEPARTMENT OF FINANCE,External,1,Data Analyst,CITY RESEARCH SCIENTIST,21744,2,66575,78000,Annual,11/12/14 0:00
174396,DEPARTMENT OF FINANCE,Internal,1,Data Analyst,CITY RESEARCH SCIENTIST,21744,2,66575,78000,Annual,11/12/14 0:00
175506,DEPT OF ENVIRONMENT PROTECTION,Internal,1,EEO Office Assistant,CLERICAL ASSOCIATE,10251,4,19,30,Hourly,11/19/14 0:00
175506,DEPT OF ENVIRONMENT PROTECTION,Internal,1,EEO Office Assistant,CLERICAL ASSOCIATE,10251,4,19,30,Hourly,11/19/14 0:00
175604,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Junior .NET Developer, Bureau of HIV/AIDS Prevention and Control",COMPUTER SPECIALIST (SOFTWARE),13632,2,75275,96981,Annual,11/18/14 0:00
175604,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Junior .NET Developer, Bureau of HIV/AIDS Prevention and Control",COMPUTER SPECIALIST (SOFTWARE),13632,2,75275,96981,Annual,11/18/14 0:00
175634,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Business Analyst, Bureau of Budget and Revenue",COMPUTER ASSOC (TECH SUPP),13611,1,43292,63036,Annual,11/18/14 0:00
175634,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Business Analyst, Bureau of Budget and Revenue",COMPUTER ASSOC (TECH SUPP),13611,1,43292,63036,Annual,11/18/14 0:00
174405,DEPARTMENT OF TRANSPORTATION,External,10,Mate,MATE,91556,0,54010,57875,Annual,12/9/14 0:00
174405,DEPARTMENT OF TRANSPORTATION,Internal,10,Mate,MATE,91556,0,54010,57875,Annual,12/9/14 0:00
174416,DEPARTMENT OF TRANSPORTATION,Internal,9,Marine Oiler,MARINE OILER(FERRY OPERATIONS),91547,0,44978,51725,Annual,12/9/14 0:00
175640,DEPARTMENT OF CORRECTION,External,1,Associate Commissioner of Quality Assurance & Integrity,ADMINISTRATIVE STAFF ANALYST (,10026,M5,130000,150000,Annual,11/18/14 0:00
175640,DEPARTMENT OF CORRECTION,Internal,1,Associate Commissioner of Quality Assurance & Integrity,ADMINISTRATIVE STAFF ANALYST (,10026,M5,130000,150000,Annual,11/18/14 0:00
175798,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"City Clinician, Bureau of Sexually Transmitted Disease Control",CITY CLINICIAN,53036,0,60,64,Hourly,11/20/14 0:00
175798,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"City Clinician, Bureau of Sexually Transmitted Disease Control",CITY CLINICIAN,53036,0,60,64,Hourly,11/20/14 0:00
175799,DEPT OF DESIGN & CONSTRUCTION,External,5,Construction Project Manager,ASSOCIATE URBAN DESIGNER,22124,2,65822,96470,Annual,2/10/15 0:00
174416,DEPARTMENT OF TRANSPORTATION,External,9,Marine Oiler,MARINE OILER(FERRY OPERATIONS),91547,0,44978,51725,Annual,12/9/14 0:00
174449,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Special Assistant(Green Infrastructure),STAFF ANALYST,12626,1,45358,61754,Annual,11/17/14 0:00
174449,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Special Assistant(Green Infrastructure),STAFF ANALYST,12626,1,45358,61754,Annual,11/17/14 0:00
174543,BUSINESS INTEGRITY COMMISSION,Internal,1,Data Analyst,COMMUNITY ASSOCIATE,56057,0,33799,56249,Annual,11/12/14 0:00
174543,BUSINESS INTEGRITY COMMISSION,External,1,Data Analyst,COMMUNITY ASSOCIATE,56057,0,33799,56249,Annual,11/12/14 0:00
175799,DEPT OF DESIGN & CONSTRUCTION,Internal,5,Construction Project Manager,ASSOCIATE URBAN DESIGNER,22124,2,65822,96470,Annual,2/10/15 0:00
175871,DEPARTMENT OF CORRECTION,External,1,Executive Director of Psychology,ADMINISTRATIVE PSYCHOLOGIST,82980,M4,130000,175000,Annual,11/21/14 0:00
175871,DEPARTMENT OF CORRECTION,Internal,1,Executive Director of Psychology,ADMINISTRATIVE PSYCHOLOGIST,82980,M4,130000,175000,Annual,11/21/14 0:00
175889,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Community Preparedness Program Coordinator, Bureau of Policy, Community Resilience and Response",HEALTH SERVICES MANAGER,10069,M1,49492,136198,Annual,11/19/14 0:00
174622,DEPARTMENT OF CORRECTION,External,1,Junior Java Developer,COMPUTER SPECIALIST (SOFTWARE),13632,1,80000,90000,Annual,11/13/14 0:00
174622,DEPARTMENT OF CORRECTION,Internal,1,Junior Java Developer,COMPUTER SPECIALIST (SOFTWARE),13632,1,80000,90000,Annual,11/13/14 0:00
174675,FIRE DEPARTMENT,External,1,Deputy Director / Deputy Chief Information Officer,COMPUTER SYSTEMS MANAGER,10050,M3,60740,162014,Annual,11/25/14 0:00
174675,FIRE DEPARTMENT,Internal,1,Deputy Director / Deputy Chief Information Officer,COMPUTER SYSTEMS MANAGER,10050,M3,60740,162014,Annual,11/25/14 0:00
175889,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Community Preparedness Program Coordinator, Bureau of Policy, Community Resilience and Response",HEALTH SERVICES MANAGER,10069,M1,49492,136198,Annual,11/19/14 0:00
175917,DEPT OF INFO TECH & TELECOMM,External,1,ECTP Network Infrastructure Engineer,COMPUTER SPECIALIST (SOFTWARE),13632,4,87203,120000,Annual,12/2/14 0:00
175917,DEPT OF INFO TECH & TELECOMM,Internal,1,ECTP Network Infrastructure Engineer,COMPUTER SPECIALIST (SOFTWARE),13632,4,87203,120000,Annual,12/2/14 0:00
175925,DEPT OF INFO TECH & TELECOMM,External,1,ECTP Integration Engineer,COMPUTER SPECIALIST (SOFTWARE),13632,4,87203,120000,Annual,12/2/14 0:00
174679,ADMIN TRIALS AND HEARINGS,Internal,1,Desktop Support Aide,COLLEGE AIDE (ALL CITY DEPTS),10209,2,14,17,Hourly,11/18/14 0:00
174679,ADMIN TRIALS AND HEARINGS,External,1,Desktop Support Aide,COLLEGE AIDE (ALL CITY DEPTS),10209,2,14,17,Hourly,11/18/14 0:00
174689,DEPARTMENT OF BUILDINGS,External,1,Code Development Engineer,ADMINISTRATIVE ENGINEER,10015,M1,49492,97000,Annual,11/12/14 0:00
174689,DEPARTMENT OF BUILDINGS,Internal,1,Code Development Engineer,ADMINISTRATIVE ENGINEER,10015,M1,49492,97000,Annual,11/12/14 0:00
172528,DEPARTMENT OF SANITATION,External,1,PeopleSoft Technical,COMPUTER SYSTEMS MANAGER,10050,M3,60740,162014,Annual,1/7/15 0:00
172528,DEPARTMENT OF SANITATION,Internal,1,PeopleSoft Technical,COMPUTER SYSTEMS MANAGER,10050,M3,60740,162014,Annual,1/7/15 0:00
172539,DEPARTMENT OF SANITATION,External,1,Senior Java Development Lead,COMPUTER SYSTEMS MANAGER,10050,M4,68238,176074,Annual,1/9/15 0:00
174691,DEPARTMENT OF BUILDINGS,Internal,1,Plan Examiner,PLAN EXAMINER (BLDGS),22410,0,62023,73452,Annual,2/25/15 0:00
174691,DEPARTMENT OF BUILDINGS,External,1,Plan Examiner,PLAN EXAMINER (BLDGS),22410,0,62023,73452,Annual,2/25/15 0:00
174736,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Civil Engineer,ASSOCIATE PROJECT MANAGER,22427,2,65822,96470,Annual,11/13/14 0:00
174736,DEPT OF ENVIRONMENT PROTECTION,External,1,Civil Engineer,ASSOCIATE PROJECT MANAGER,22427,2,65822,96470,Annual,11/13/14 0:00
172539,DEPARTMENT OF SANITATION,Internal,1,Senior Java Development Lead,COMPUTER SYSTEMS MANAGER,10050,M4,68238,176074,Annual,1/9/15 0:00
172549,DEPARTMENT OF SANITATION,External,1,Senior Java Developer,COMPUTER SPECIALIST (SOFTWARE),13632,4,87203,120754,Annual,1/9/15 0:00
172549,DEPARTMENT OF SANITATION,Internal,1,Senior Java Developer,COMPUTER SPECIALIST (SOFTWARE),13632,4,87203,120754,Annual,1/9/15 0:00
172550,DEPARTMENT OF SANITATION,External,1,Alfresco Developer & Support Specialist,COMPUTER SPECIALIST (SOFTWARE),13632,4,87203,120754,Annual,1/7/15 0:00
172550,DEPARTMENT OF SANITATION,Internal,1,Alfresco Developer & Support Specialist,COMPUTER SPECIALIST (SOFTWARE),13632,4,87203,120754,Annual,1/7/15 0:00
172564,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Program Analyst,CITY RESEARCH SCIENTIST,21744,1,56555,68431,Annual,10/24/14 0:00
174738,DEPT OF HEALTH/MENTAL HYGIENE,External,2,City Medical Examiner I,CITY MEDICAL EXAMINER (OCME),53859,1,122731,157818,Annual,11/13/14 0:00
174738,DEPT OF HEALTH/MENTAL HYGIENE,Internal,2,City Medical Examiner I,CITY MEDICAL EXAMINER (OCME),53859,1,122731,157818,Annual,11/13/14 0:00
174739,DEPT OF ENVIRONMENT PROTECTION,External,1,Senior Civil Engineer,ASSOCIATE PROJECT MANAGER,22427,3,79457,107720,Annual,11/13/14 0:00
174739,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Senior Civil Engineer,ASSOCIATE PROJECT MANAGER,22427,3,79457,107720,Annual,11/13/14 0:00
172564,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Program Analyst,CITY RESEARCH SCIENTIST,21744,1,56555,68431,Annual,10/24/14 0:00
172638,DEPARTMENT OF BUILDINGS,External,1,Scaffold Safety Inspector,INSPECTOR (CONSTRUCTION),31622,0,45162,51936,Annual,10/27/14 0:00
172638,DEPARTMENT OF BUILDINGS,Internal,1,Scaffold Safety Inspector,INSPECTOR (CONSTRUCTION),31622,0,45162,51936,Annual,10/27/14 0:00
174742,DEPT OF ENVIRONMENT PROTECTION,External,1,"Resident Engineer	",ASSOCIATE PROJECT MANAGER,22427,1,59743,86523,Annual,11/13/14 0:00
174742,DEPT OF ENVIRONMENT PROTECTION,Internal,1,"Resident Engineer	",ASSOCIATE PROJECT MANAGER,22427,1,59743,86523,Annual,11/13/14 0:00
